Source Page,Link Text,Link URL
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR19QRC - Water Shutdown Advisory 59th Street - 04-08-2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/HWPR19QRC-Water-Shutdown-Advisory-59th-Street-4-8-2025a.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Handling a Temp Water Shutdown,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Handling-a-Temp-Water-Shutdown1.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Board Notification - Curbside Parking and Sidewalk Access Restrictions,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Community-Board-Notification-15-Queens.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"HWTRQX1 - Trench Restoration in Queens and The Bronx - Curbside Parking Access Restrictions - A - Effective July 22nd, 2024",https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Curbside-Parking-Access-Restrictions-A-Effective-July-22nd-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ - 72HR Sidewalk Access parking restrictions 07.17.24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-07.17.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,70th Street Sewer Upgrades Project - Final Newsletter,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/70th-Street-Sewer-Upgrades-Project-Final-Newsletter.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ 72hr Sidewalk Access Parking Restrictions 07-03-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-07.03.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWS2021Q - 72hr Community Advisory Crosson Park 06-21-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWS2021Q-72-HOUR-COMMUNITY-ADVISORY-Crosson-Park_2024-06-21.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ-72HR-Sidewalk Access Parking Restrictions 06-20-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-06.20.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Curbside Parking Access Restrictions  A - 6-17-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Curbside-Parking-Access-Restrictions-A-Effective-June-17th-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Curbside Parking Access Restrictions  B - 6-17-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWTRQX1-Trench-Restoration-in-Queens-andThe-Bronx-Curbside-Parking-Access-Restrictions-B-Effective-June-17th-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ 72hr Driveway Access Restrictions 6-14-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWPR22MQ-72HR-Driveway-Access-Restrictions-6.14.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ-72HR-Sidewalk Access-parking restrictions 06-04-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-06.04.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"HWTRQX1 - Trench Restoration in Queens and The Bronx - Curbside Parking Access Restrictions June 3, 2024",https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Curbside-Parking-Access-Restrictions-A-Effective-June-3rd-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,QED1059 Startup Newsletter 2024,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/QED1059_StartUp-Newsletter-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Rehabilitation of Pedestrian Ramps 72 Hour Notice Curbside Parking & Sidewalk Access 03-18-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWPR22MQ-Rehabilitation-of-Pedestrian-Ramps-72-Hour-Notice-Curbside-Parking-Sidewalk-Access-03-18-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"DDC Community Advisory Queensbridge North  March 8, 2024",https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2024/DDC-Community-Advisory-Queensbridge-North-March-8-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Advisory HWPR21MQ 03-04-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/Community-Advisory-HWPR21MQ-03-04-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Weekly Construction Bulletin 02-26-24 to 03-01-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Weekly-Look-Ahead-Bulletin-Effective-02-26-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Weekly Construction Bulletin 02-19-24 to 02-23-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Weekly-Look-Ahead-Bulletin-Effective-02-19-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulleting 02-19-24 to 02-23-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/02-19-24-to-02-23-24_Weekly_Construction_Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 01-29-24 to 02-02-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/01-29-24-to-02-02-24_Weekly-Construction-Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Advisory HWPR21MQ 01-22-24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/Community-Advisory-HWPR21MQ-01-22-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,WSIFAQ,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/WSIFAQ.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Water Main Shutdown - A - 24 - 1.12.24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Water-Main-Shutdown-A-24-1-12-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,WSIFAQ,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/WSIFAQ.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx Water Main Shutdown - A - 24 - 1.11.24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Water-Main-Shutdown-A-24-1-11-24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx - Test Water Shutdown - A - 24 - CANCELLED,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2024/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Water-Shutdown-CANCELLED.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Concrete Sidewalk Maintenance,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2024/Concrete_Maintenance.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ - 72HR Sidewalk Access Parking Restrictions - 01.02.24,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2024/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-01.02.24.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx - Water Main Shutdown - A - 24 - 12.22.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Water-Main-Shutdown-A-24-12.22.23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWTRQX1 - Trench Restoration in Queens and The Bronx - Test Water Shutdown D - 24 - 12.22.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Test-Water-Shutdown-D-24-12.22.23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,WSIFAQ,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/WSIFAQ.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"Temporary Water Shutdown Dec. 20, 2023  70 Street bet 41 Ave & Wood",https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Temporary-Water-Shutdown-Dec-20-2023--70-St-bet-41-Ave-Wood.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ 72HR Sidewalk Access parking restrictions 12.08.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWPR22MQ-72HR-Sidewalk-Access-parking-restrictions-12.08.23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ 72HR Ped ramps 12.04.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWPR22MQ-72HR-Ped-ramps-12.04.23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ 72HR no sidewalk parking 12.04.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWPR22MQ-72HR-no-sidewalk-parking-12.04.23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Advisory - HWPR21MQ 11-13-23 (1),https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Community-Advisory-HWPR21MQ-11-13-23-1.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Advisory - HWPR21MQ 11-13-23 (2),https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Community-Advisory-HWPR21MQ-11-13-23-2.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Sidewalk Access & Curbside Parking Restrictions 10.30.23 - 11.10.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/HWPR22MQ-72HR-Ped-ramps-10-25-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"Community Advisory DDC Oct. 20-27, 2023.pdf",https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Community-Advisory-DDC-Oct-20-27-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Sidewalk Access & Curbside Parking Restrictions 10.23.23 - 10.27.23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/notices/2023/HWPR22MQ-72HR-Ped-ramps-101823.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Pedestrian Ramp 1 Pager March 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Pedestrian_Ramp_1_pager_March_2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWS2021Q - 72hr Community Advisory (Queensbridge Maintenance Site) 9-26-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/HWS2021Q-72-HOUR_COMMUNITY_ADVISORY_(Queensbridge-Maintenance-Site)_2023-09-26.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,HWPR22MQ Rehabilitation of Pedestrian Ramps Weekly Construction Bulletin 9-01-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/HWPR22MQ-Rehabilitation-of-Pedestrian-Ramps-Weekly-Construction-Bulletin-9-01-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,9-04-23 to 9-08-23 Weekly Construction Bulletin,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/9-04-23-to-9-08-23_Weekly-Construction-Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,SE 859 -70th Street Sewer Upgrades - No Curbside Parking - 47th Ave - 8.21.2023 (24hr),https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE-859-70th-Street-Sewer-Upgrades-No-Curbside-Parking-47th-Ave-8.21.2023(24hr).pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,SE859 -70th Street Sewer Upgrades - No Curbside Parking - 47th Ave - 8-21-2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE859-70th-Street-Sewer-Upgrades-No-Curbside-Parking-47th-Ave-8-21-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,SE859 - 70th Street Sewer Upgrades - Temporary Lane Closure - 69th Street - (24 Hr) through 08-25-2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE859-70th-Street-Sewer-Upgrades-Temporary-Lane-Closure-69th-St-through-8-25-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 07-10-23 to 07-14-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/WEEKLY-CONSTRUCTION-BULLETIN-July-10-14-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 07-10-23 - 07/14/23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/HWTRQX1-Trench-Restoration-Queens-The-Bronx-Weekly-Look-Ahead-Bulletin-Effective-7-10-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"Community Advisory: Limited Curbside Parking and Driveway Access - Effective July 10th, 2023",https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/HWTRQX1-Trench-Restoration-Queens-The-Bronx-Curbside-Parking-Access-Restrictions-A-Effective-July-10-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Trench Restoration in Queens and the Bronx 07/03/23 - 07/07/23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/HWTRQX1-Trench-Restoration-Queens-and-The-Bronx-Weekly-Look-Ahead-Bulletin-Effective-7-3-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 07-03-23 to 07-07-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/7-03-23-to-7-07-23-Weekly-Construction-Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"Trench Restoration in Queens and The Bronx - Curbside Parking Access Restrictions - Effective June 26th, 2023",https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Trench-Restoration-Queens-Bronx-Curbside Parking-Restrictions-June 26th-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 06-12-23 to 06-16-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Weekly-Construction-Bulletin-6-12-23-to-6-16-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"HWTRQX1 - Trench Restoration in Queens and The Bronx - Curbside Parking Access Restrictions - Effective May 30th, 2023",https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/HWTRQX1-Trench-Restoration-in-Queens-and-The-Bronx-Curbside-Parking-Access-Restrictions-Effective-May-30th-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 04-17-23 to 04-21-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/weekly-construction-bulletin-20230417-20230421.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 04-10-23 to 04-14-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Weekly-Construction-Bulletin-4-10-23-to-4-14-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,SE859 70th Street Sewer Upgrades - Second Quarter Newsletter 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE859-70th-Street-Sewer-Upgrades-Second-Quarter-Newletter-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 04-03-23 to 04-07-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Weekly-Construction-Bulletin-4-03-23-to-4-07-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 03-20-23 to 03-24-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/3-20-23-to-3-24-23_Weekly-Construction-Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 03-13-23 to 03-17-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2023/Weekly-Construction-Bulletin-20230313.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 1-23-23 to 1-27-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Weekly-Construction-Bulletin-1-23-to-27-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 1-16-23 to 1-20-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/1-16-23-to-1-20-23_Weekly-Construction-Bulletin.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,BB05-01-A Installation of Green Infrastructure in Queens- Final Newsletter 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2022/bb05-01-a-installation-of-green-infrastructure-in-queens--final-newsletter-2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 1-03-23 to 1-06-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Weekly-Construction-Bulletin-1-03-23-thru-1-06-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Weekly Construction Bulletin 1-09-23 to 1-13-23,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/Weekly-Construction-Bulletin-1-09-23-thru-1-13-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,SE859 70th Street Sewer Upgrades - First Quarter Newsletter 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE859-70th-Street-Sewer-Upgrades-1st-Quarter-Newsletter-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,"SE859 Community Advisories Curbside Parking, Driveway and Roadway Lane Access Restriction - Mazeau Street 1.03 - 01.13.23",https://www.nyc.gov/assets/queenscb2/downloads/pdf/ddc/2023/SE859-Community-Advisories-Mazeau-Street-1-03-23-thru-1-13-23.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations October 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Demoiltions-October-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations September 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Demoiltions-September-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations August 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Demoiltions-August-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations July 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Demoiltions-July-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations April 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2025/Demolitions-April-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations March 2025,https://www.nyc.gov/assets/queenscb2/downloads/pdf/projects/2025/Demolitions-March-2025.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations September 2024,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/Demolitions_Excavations_September_2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations March 2024,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/Demolitions_Excavations_March_2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations January 2024,https://www.nyc.gov/assets/queenscb2/downloads/pdf/2024/Demolitions-January-2024.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations November 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolitions_Excavations-November-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations September 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/projects/2023/Demolitions_Excavations_September_2023_001.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations August 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/projects/2023/Demolitions-Excavations-August-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations July 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/projects/2023/Demolitions-Excavations-July-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Work Notification 50th Street May 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolition-Work-Notification-43-12-50-St-May-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Work Notification 56th Road May 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolition-Work-Notification-46-05-56-Rd-May-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations April 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolitions-Excavations-April-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations March 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolitions_Excavations_March_2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations February 2023,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2023/Demolitions-Excavations-February-2023.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations December 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Demolitions_Excavations_December_2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations October 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Demolitions_Excavations_October_2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations August 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Demolitions-Excavations-August-2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions Excavations June - July 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Demolitions-Excavations-June-July-2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Demolitions - Excavations May 2022,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Demolitions_Excavations_May_2022.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Community Advisory Notice DEP Starts Borden Ave Pump Station,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2022/Community-advisory-notice-DEP-Starts-Borden-Ave-Pump-Station.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Safe_Print_GCBB26-01- Green Infrastructure in Qns and Bklyn- Parking and Sidewalk Restrictions (24hrs)- Effective 09-02-20,https://www.nyc.gov/assets/queenscb2/downloads/pdf/safe_print_gcbb26-01-_green_infrastructure_in_qns_and_bklyn-_parking_and_sidewalk_restrictions_24hrs-_effective_09-02-20.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,Department of Buildings Community News April 2021,https://www.nyc.gov/assets/queenscb2/downloads/pdf/department_of_buildings_community_news_april_2021.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,DOB Gas Piping Inspection Dates,https://www.nyc.gov/assets/queenscb2/downloads/pdf/dob_gas_piping_inspection_dates.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,05-28-20 Mandatory Submission,https://www.nyc.gov/assets/queenscb2/downloads/pdf/05_28_20_mandatoryalt2t3submissions.sn.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,05-11-20_COVID-19.Cert. of Authorization and Permit License Renewal,https://www.nyc.gov/assets/queenscb2/downloads/pdf/05_11_20_covid_19.cert._of_authorization_and_permit_license_renewal_sn.PDF
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,05-06-20_COVID-19.Placeof Assembly SN,https://www.nyc.gov/assets/queenscb2/downloads/pdf/05_06_20_covid_19_placeofassembly_sn.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,05-01-20 COVID-19 Online License Renewals SN,https://www.nyc.gov/assets/queenscb2/downloads/pdf/05_01_20_covid_19_online_license_renewals_sn.PDF
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,0424 20 COVID-19 PW7 LOC CO TCOHubSelf Service eFiling SN,https://www.nyc.gov/assets/queenscb2/downloads/pdf/04_24_20_covid_19_pw7_loc_co_tcohubselfservice_efilingsn.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,03-20-20 COVID-19 Plan Exam Response SN,https://www.nyc.gov/assets/queenscb2/downloads/pdf/03_20_20_covid_19_plan_exam_response_sn.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,DOB Community Engagement Newsletter March2020,https://www.nyc.gov/assets/queenscb2/downloads/pdf/current-projects-issues/2020/dob_community_engagement_newsletter_march2020.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,No-Penalty Deck and Retaining Wall Inspection Program,https://www.nyc.gov/assets/queenscb2/downloads/pdf/dob/DOB_Deck_Retaining_Wall_Inspection_Program.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,04-15-20 COVID-19 Updated Guidance Essential Construction SN,https://www.nyc.gov/assets/queenscb2/downloads/pdf/041520_covid19_updated_guidance_essential_construction_sn_.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,04-15-20_FAQs,https://www.nyc.gov/assets/queenscb2/downloads/pdf/041520_faqs_.pdf
https://www.nyc.gov/site/queenscb2/projects/current-projects-issues.page,NYC EDC DOT Notice Vernon Boulevard Bulkhead,https://www.nyc.gov/assets/queenscb2/downloads/pdf/NYC-EDC-DOT-Notice-Vernon-Boulevard-Bulkhead.pdf
